Date,HFI,CA,EM,EMN,ED,EDD,EDM,EDRA,FIA,GM,LE,MF,M,rf,SP500,MSCI_WORLD,Corp3y,Corp10y,spread_mat,Mom,high_yield,inv_grade,default_spread
1998-06-30,0.0159,-0.0037,-0.0468,0.0047,-0.0079,0.0031,-0.0201,-0.0053,-0.0108,0.0328,0.034,0.0091,0.0024,0.051,0.039438220788031,0.0245508130105198,0.060160869565217386,0.06477391304347827,0.0046130434782608795,7.28,0.1348217391304348,0.061169565217391295,0.0736521739130435
1998-07-31,0.009,0.0052,0.0008,-0.001,0.0004,0.0039,-0.0027,-0.0037,0.0048,0.018,0.0061,-0.0112,0.007,0.051,-0.0116153954702602,0.00039593234032730897,0.05894761904761905,0.06473333333333334,0.00578571428571429,3.69,0.14094761904761904,0.060290476190476186,0.08065714285714286
1998-08-31,-0.0755,-0.0464,-0.2303,-0.0085,-0.1177,-0.1245,-0.1152,-0.0615,-0.0146,-0.0484,-0.1143,0.0995,0.0115,0.0496,-0.14579671089616,-0.139197160510539,0.056777272727272725,0.06409090909090909,0.0073136363636363624,1.84,0.16394090909090908,0.058454545454545453,0.10548636363636363
1998-09-30,-0.0231,-0.0323,-0.074,0.0095,-0.0296,-0.0143,-0.0474,-0.0065,-0.0374,-0.0512,0.0347,0.0687,0.0057,0.0437,0.062395537355841496,-0.0024081549428479603,0.05379130434782609,0.06326521739130435,0.009473913043478256,-0.81,0.17813913043478258,0.05577826086956522,0.12236086956521736
1998-10-31,-0.0457,-0.0468,0.0168,0.0248,0.0066,0.0089,0.0026,0.0241,-0.0696,-0.1155,0.0174,0.0121,-0.0476,0.0433,0.0802941957306222,0.0702709201667202,0.058219047619047615,0.0653904761904762,0.007171428571428579,-5.37,0.17105238095238096,0.057942857142857136,0.11310952380952383
1998-11-30,0.0136,0.0206,0.0468,0.021,0.0277,0.0317,0.0241,0.0204,0.0155,-0.0108,0.0374,-0.018,0.0195,0.045700000000000005,0.0591260342049932,0.0711191993629252,0.055813636363636364,0.06232272727272727,0.006509090909090909,1.2,0.18444545454545452,0.05564090909090909,0.12880454545454545
1998-12-31,0.0303,0.0035,-0.0384,0.0124,0.017,0.0155,0.0189,0.0155,0.0173,0.0234,0.0656,0.028,0.0132,0.044800000000000006,0.056375308302467106,0.0347810380590578,0.056557142857142854,0.06321428571428571,0.0066571428571428545,8.92,0.17600000000000002,0.056485714285714285,0.11951428571428574
1999-01-31,0.008,0.0227,-0.0292,0.0069,0.0188,0.0222,0.0178,-0.0151,0.019,-0.0288,0.0497,-0.0314,0.0163,0.044800000000000006,0.0410094123963782,0.0320759200303608,0.05850476190476191,0.06538095238095237,0.006876190476190466,3.03,0.1838190476190476,0.05903809523809524,0.12478095238095237
1999-02-28,-0.0131,0.0122,0.0117,0.0061,-0.0005,0.0007,-0.0006,-0.0137,0.0152,-0.016,-0.0314,-0.0054,0.0126,0.0466,-0.0322825169578945,-0.015394939277881402,0.05887826086956521,0.0668,0.007921739130434785,-0.1,0.1914434782608696,0.06048260869565218,0.1309608695652174
1999-03-31,0.0122,0.0104,0.0743,0.0135,0.0239,0.0289,0.0181,0.0256,0.0134,-0.02,0.0376,-0.0107,0.0022,0.0449,0.038794182487705095,0.043018259876036205,0.05739545454545454,0.06612727272727273,0.008731818181818188,-1.27,0.1989181818181818,0.059763636363636366,0.13915454545454542
1999-04-30,0.0263,0.0214,0.0649,0.0202,0.0307,0.0314,0.0297,0.0339,0.0163,0.0179,0.0329,0.0267,0.0029,0.0455,0.037943981902563005,0.0428876972393137,0.05994761904761905,0.06930476190476191,0.009357142857142862,-9.04,0.1869333333333333,0.06281904761904761,0.1241142857142857
1999-05-31,0.0013,0.0189,-0.0123,0.0144,0.0217,0.0243,0.0186,0.0247,0.0088,-0.0005,-0.0082,-0.0293,0.0038,0.0466,-0.0249704159738762,-0.0317306203287881,0.06386818181818182,0.07332727272727273,0.009459090909090903,-5.19,0.1847954545454545,0.06655,0.11824545454545451
1999-06-30,0.0328,0.0081,0.049,0.0192,0.0293,0.0249,0.0357,0.0122,0.0075,0.0302,0.0465,0.0276,-0.0205,0.0478,0.054438333435752495,0.0489510195191704,0.06370434782608696,0.07276956521739131,0.00906521739130435,5.06,0.1804913043478261,0.06597391304347826,0.11451739130434783
1999-07-31,0.0026,0.0109,-0.0155,0.0166,0.0132,0.0196,0.0067,0.0016,0.0049,-0.0191,0.0154,-0.0072,0.0101,0.0475,-0.0320460985932935,-0.0205241734057428,0.06679090909090908,0.07452272727272727,0.007731818181818187,1.66,0.17703181818181818,0.06858181818181817,0.10845
1999-08-31,-0.009,0.0023,-0.0266,0.0111,0.0011,0.0019,-0.0005,0.008,-0.0041,-0.0285,-0.0027,-0.0032,0.0099,0.049800000000000004,-0.0062541393220543195,-0.00458082811295068,0.06729545454545455,0.07497727272727273,0.0076818181818181785,3.12,0.1847136363636364,0.06838181818181818,0.11633181818181823
1999-09-30,-0.0032,0.0139,-0.0065,0.0022,0.0104,0.0173,0.0011,0.0216,0.0074,-0.0318,0.006,0.0181,0.0004,0.048799999999999996,-0.0285517377178301,-0.0194570303337078,0.06874090909090909,0.07657727272727272,0.007836363636363627,6.47,0.1841454545454545,0.06969545454545456,0.11444999999999994
1999-10-31,0.0237,0.007,0.0366,0.0082,0.0035,-0.003,0.0096,0.0175,0.0091,0.0244,0.0439,-0.0482,0.0009,0.0512,0.0625394672217414,0.051490122508593,0.06847727272727272,0.0753,0.006822727272727286,5.5,0.19774090909090908,0.06856818181818182,0.12917272727272727
1999-11-30,0.0496,0.013,0.0929,0.0156,0.0204,0.0155,0.0273,0.0052,0.0078,0.044,0.0831,-0.0052,0.0271,0.053,0.0190618740507582,0.0365683779873273,0.07049130434782609,0.0770695652173913,0.006578260869565214,5.64,0.1982391304347826,0.07056086956521739,0.12767826086956524
1999-12-31,0.0853,0.009,0.1534,0.0096,0.0309,0.019,0.0466,0.0047,0.0097,0.0924,0.1301,0.0235,0.0251,0.0533,0.0578439207724041,0.0794197518860759,0.07345714285714286,0.08059047619047618,0.007133333333333325,13.22,0.20611904761904762,0.07439047619047619,0.13172857142857142
2000-01-31,-0.001,0.0259,-0.0152,0.0142,0.0051,0.0042,0.0065,0.0015,0.0054,-0.0242,0.0052,0.0001,0.0195,0.0576,-0.050903522205206594,-0.0468537355814422,0.07497619047619047,0.07983809523809524,0.004861904761904762,1.92,0.2040857142857143,0.07394761904761904,0.13013809523809525
2000-02-29,0.0649,0.0337,0.0604,0.0079,0.023,0.0049,0.0438,0.0352,0.0057,0.0443,0.1114,-0.021,0.0189,0.057800000000000004,-0.0201081422199274,0.011939058405012899,0.07456521739130434,0.07926956521739131,0.004704347826086974,18.2,0.2061,0.07312608695652174,0.13297391304347828
2000-03-31,-0.0212,0.0346,0.031,0.0224,0.006,0.0015,0.0118,0.0005,-0.0015,-0.0245,-0.0398,-0.0131,0.0215,0.0588,0.0967198957860686,0.058520361601855,0.074805,0.07888,0.004075000000000009,-6.83,0.204085,0.071935,0.13215
2000-04-30,-0.0463,0.0357,-0.0776,0.0144,-0.0073,-0.0132,-0.0049,0.0181,0.0093,-0.0535,-0.0746,-0.0228,0.0092,0.0582,-0.0307958200429738,-0.023742763003881603,0.0792913043478261,0.08480434782608695,0.005513043478260857,-8.39,0.2089478260869565,0.07639565217391305,0.13255217391304347
2000-05-31,-0.0117,0.0194,-0.0413,0.0146,0.0002,0.0,-0.0003,0.0068,0.0002,0.0232,-0.0345,0.0058,0.0087,0.056299999999999996,-0.021914997624670498,-0.0253169427118611,0.07708181818181818,0.0819,0.004818181818181819,-8.98,0.22480454545454545,0.07351818181818183,0.1512863636363636
2000-06-30,0.0366,0.0197,0.0553,0.0182,0.0194,0.0202,0.0192,0.0143,0.0093,0.0132,0.0613,-0.0112,0.0213,0.0588,0.0239335492045613,0.0200874661261538,0.07592380952380952,0.08104285714285714,0.00511904761904762,16.6,0.21754761904761902,0.07283333333333333,0.14471428571428568
2000-07-31,0.0011,0.0146,0.0058,0.0123,0.005,-0.0024,0.0097,0.0158,0.0055,0.0181,-0.0063,-0.0205,-0.0029,0.06269999999999999,-0.0163412622026674,-0.015709788718325398,0.07464347826086956,0.07906956521739131,0.0044260869565217464,-0.05,0.22393043478260868,0.07099130434782609,0.15293913043478258
2000-08-31,0.0339,0.0169,0.0432,0.0143,0.0171,0.0177,0.0169,0.0157,0.0067,0.0292,0.049,0.0123,0.0064,0.06309999999999999,0.0606990348259401,0.0401659960448397,0.07264545454545454,0.07917727272727274,0.006531818181818194,5.73,0.22408636363636364,0.07021818181818182,0.15386818181818182
2000-09-30,-0.0041,0.0202,-0.0679,-0.0014,0.0061,-0.0031,0.0129,0.0101,0.0075,-0.0087,-0.0071,-0.0334,0.0064,0.0623,-0.053482947656950094,-0.05118779846584261,0.07280454545454546,0.0783,0.0054954545454545395,1.97,0.24167727272727274,0.06932727272727272,0.17235
2000-10-31,-0.0109,0.0109,-0.0247,0.0081,-0.0005,-0.0009,-0.0005,0.0035,0.0029,0.0126,-0.0254,0.0076,-0.0182,0.0638,-0.00494949565265812,-0.0055824363545746705,0.07431818181818181,0.07858636363636363,0.004268181818181824,-4.48,0.25692272727272725,0.0694,0.18752272727272723
2000-11-30,-0.0155,-0.0047,-0.0364,0.0028,-0.0077,-0.0106,-0.0068,0.0028,0.007,0.0363,-0.038,0.0668,0.0025,0.0621,-0.08006856023506369,-0.0633519993367063,0.07116190476190476,0.07546190476190477,0.004300000000000012,-2.32,0.283247619047619,0.06476666666666667,0.21848095238095236
2000-12-31,0.0266,0.0044,0.0232,0.0128,0.0042,0.0014,0.005,0.0139,0.0032,0.0505,0.0342,0.0776,0.0138,0.058899999999999994,0.00405338606030647,-0.00491830834063544,0.06514090909090908,0.07331363636363636,0.008172727272727276,6.74,0.2765772727272727,0.06127272727272727,0.21530454545454547
2001-01-31,0.0094,0.0268,0.0435,0.0213,0.0246,0.0289,0.022,0.0191,0.0142,0.0332,-0.0058,-0.0003,0.0164,0.0499,0.03463659223801,0.0255776715623068,0.061849999999999995,0.07183500000000001,0.009985000000000015,-25.3,0.230325,0.06011999999999999,0.170205
2001-02-28,-0.0059,0.0212,-0.0289,0.0089,0.0159,0.0192,0.0134,0.0149,0.0053,0.0099,-0.0242,0.0015,0.0024,0.048499999999999995,-0.0922906860125474,-0.079529506701284,0.05827826086956522,0.06965217391304349,0.011373913043478269,12.57,0.22945217391304346,0.057434782608695646,0.17201739130434782
2001-03-31,-0.0034,0.0142,-0.0129,0.0092,0.0012,0.0138,-0.0085,0.0033,0.0024,0.0274,-0.0194,0.0488,0.0009,0.043,-0.0642047195832057,-0.0493790690853802,0.05817,0.07203,0.013859999999999997,8.55,0.26032,0.05809,0.20223
2001-04-30,0.0069,0.0122,-0.0052,0.0144,0.0093,0.0099,0.0093,0.005,0.0132,0.0069,0.0077,-0.0549,0.0129,0.0395,0.0768143545370714,0.06843039677801639,0.05466956521739131,0.07304782608695652,0.018378260869565212,-7.9,0.2421,0.05850434782608696,0.18359565217391305
2001-05-31,0.0083,0.0069,0.0239,0.0064,0.011,0.0242,0.0028,0.0131,0.0052,0.0214,0.004,0.0083,0.0061,0.0363,0.0050901989659533,-0.00902143398476551,0.052377272727272724,0.07165454545454546,0.019277272727272733,2.21,0.24897727272727274,0.05684090909090909,0.19213636363636366
2001-06-30,0.0058,0.0013,0.0163,0.0029,0.0103,0.0265,0.0011,-0.0043,0.005,0.0103,0.0042,-0.0084,-0.0028,0.0365,-0.0250035833160802,-0.0263155403280185,0.05168636363636364,0.07128636363636363,0.019599999999999992,0.38,0.2580772727272727,0.0565,0.20157727272727272
2001-07-31,-0.0002,0.0108,-0.0295,0.0022,0.0047,0.01,0.0014,0.0068,0.0091,0.0069,-0.0072,0.0015,0.0058,0.0354,-0.010772447362832999,-0.021846346319850597,0.048208695652173915,0.06879130434782608,0.02058260869565217,5.58,0.24737391304347825,0.053613043478260874,0.19376086956521738
2001-08-31,0.0092,0.015,-0.0108,0.0101,0.0155,0.0125,0.0181,0.0101,0.0064,0.01,0.0045,0.0252,0.0093,0.0337,-0.0641018633950611,-0.0635865603393051,0.04424444444444444,0.06888333333333334,0.024638888888888898,5.53,0.2667111111111111,0.0506,0.21611111111111111
2001-09-30,-0.0083,0.0074,-0.0438,-0.0005,-0.0154,-0.0079,-0.0188,-0.0265,0.0018,0.0117,-0.0157,0.0365,-0.0049,0.024,-0.0817297891058999,-0.08996473266415811,0.041408695652173914,0.0674,0.025991304347826087,11.48,0.27795652173913044,0.04793913043478261,0.23001739130434784
2001-10-31,0.0044,0.0111,0.0219,0.0072,0.0135,0.0235,0.009,-0.0001,0.0155,0.0118,-0.008,0.034,0.0065,0.020499999999999997,0.018099025880454,0.0247428185556881,0.042263636363636364,0.06818636363636363,0.025922727272727264,-8.47,0.2613,0.04798636363636364,0.21331363636363634
2001-11-30,0.0054,0.0071,0.0396,0.0082,0.0085,0.0076,0.0091,0.0081,-0.0027,-0.0037,0.011,-0.0862,0.0038,0.0178,0.0751759799203608,0.061504350344726504,0.04388499999999999,0.07106,0.027175000000000005,-8.69,0.26952000000000004,0.050499999999999996,0.21902000000000005
2001-12-31,0.0119,0.0032,0.0482,-0.0008,0.0107,0.0162,0.0078,0.0067,0.0023,0.0247,0.0124,0.0215,-0.0024,0.0174,0.007573829479134539,0.010341326940354001,0.04194090909090909,0.07005454545454545,0.02811363636363636,0.07,0.2676454545454545,0.04965909090909091,0.21798636363636362
2002-01-31,0.0054,0.0112,0.0276,0.0012,0.0118,0.0158,0.0108,0.0029,0.0103,0.0264,-0.006,-0.0127,-0.0003,0.0176,-0.0155698209184028,-0.020120693498189103,0.045744999999999994,0.07007,0.024325,3.75,0.25827,0.050140000000000004,0.20812999999999998
2002-02-28,-0.0056,-0.0315,0.0289,0.0003,-0.0034,-0.0063,-0.0004,-0.0122,0.0087,0.0052,-0.0099,-0.024,-0.0027,0.0179,-0.0207672132992556,-0.0112062989245033,0.05015238095238095,0.07301904761904762,0.022866666666666674,6.82,0.2521333333333333,0.05500476190476191,0.1971285714285714
2002-03-31,0.0074,-0.0002,0.0395,0.008,0.0119,0.0123,0.0118,0.01,0.0063,-0.0019,0.0091,-0.0091,0.007,0.0179,0.0367325139008183,0.038300260114586704,0.04963181818181818,0.07172727272727272,0.022095454545454543,-1.64,0.23895,0.05522727272727272,0.18372272727272726
2002-04-30,0.0079,0.0121,0.0012,0.0053,0.0074,0.0089,0.0063,0.0088,0.0135,0.017,0.0061,-0.0161,0.008,0.0177,-0.061411302991625,-0.0470805730650965,0.0502695652173913,0.0737695652173913,0.023499999999999993,7.63,0.2139434782608696,0.05388260869565218,0.16006086956521742
2002-05-31,0.0067,0.0023,-0.0073,0.0129,0.0012,0.0019,0.0009,0.0003,0.0144,0.0078,0.008,0.0351,0.0085,0.0174,-0.00908689935408635,-0.0129763085182551,0.04491428571428571,0.07038571428571429,0.025471428571428575,3.16,0.21700476190476192,0.052038095238095244,0.16496666666666668
2002-06-30,-0.0084,-0.0033,-0.0375,0.0052,-0.0293,-0.0379,-0.0262,-0.0117,0.0065,0.0142,-0.0126,0.0863,0.0009,0.017,-0.07245900975703129,-0.0785174955566246,0.044178260869565215,0.07114347826086957,0.026965217391304357,6.03,0.2339695652173913,0.05079565217391304,0.18317391304347824
2002-07-31,-0.0135,-0.0155,-0.0119,0.0184,-0.031,-0.0427,-0.0239,-0.0273,0.0108,0.0215,-0.0295,0.0612,-0.0095,0.0171,-0.0789999979086987,-0.085103649018966,0.04370869565217391,0.07049565217391304,0.02678695652173913,3.77,0.24820869565217393,0.046952173913043474,0.20125652173913045
2002-08-31,0.0085,0.006,0.0126,0.0057,0.0027,0.0028,0.0044,-0.0123,0.0123,0.0122,0.0101,0.0336,0.0083,0.0169,0.00488587885947966,-2.66113544736823e-05,0.042180952380952375,0.06666666666666667,0.02448571428571429,1.9,0.2580047619047619,0.044419047619047615,0.2135857142857143
2002-09-30,0.0008,0.0137,-0.0198,-0.0003,-0.002,-0.0025,-0.0012,-0.0056,-0.0114,0.0076,-0.0047,0.0411,0.0084,0.015700000000000002,-0.110022218096884,-0.11162281836528001,0.04473478260869565,0.06848260869565218,0.023747826086956525,9.13,0.26593478260869563,0.04645652173913044,0.21947826086956518
2002-10-31,-0.0004,0.0103,0.0238,0.0041,-0.0018,-0.0072,0.001,0.0052,-0.0227,0.0072,0.0008,-0.0503,0.01,0.0144,0.0864456092373231,0.07305224793429671,0.03976363636363636,0.06569090909090909,0.02592727272727273,-5.58,0.2420136363636364,0.04507272727272727,0.19694090909090914
2002-11-30,0.0109,0.0192,0.0224,0.0031,0.0257,0.0391,0.0205,0.0021,-0.0053,0.0123,0.0057,-0.0209,0.0176,0.012199999999999999,0.0570708433169639,0.052244095281964,0.036071428571428574,0.06291428571428571,0.02684285714285714,-16.33,0.22386666666666663,0.04404761904761905,0.17981904761904757
2002-12-31,0.0107,0.0166,-0.0053,0.0082,0.0099,0.0117,0.0093,0.0053,0.0132,0.0085,0.0076,0.055,0.0054,0.012199999999999999,-0.060337216483629996,-0.0651365504880856,0.03290909090909091,0.05931363636363637,0.02640454545454546,9.64,0.2060727272727273,0.04332727272727273,0.16274545454545458
2003-01-31,0.0128,0.0302,-0.0045,0.0031,0.0227,0.0312,0.0198,-0.0039,0.0126,0.0203,-0.0007,0.0607,0.0147,0.0118,-0.0274138172267459,-0.0372741118191822,0.030684999999999997,0.0582,0.027515000000000005,1.55,0.20718,0.04185,0.16533
2003-02-28,0.0068,0.0139,0.0102,-0.0006,0.0063,0.0089,0.0063,-0.0071,0.0099,0.0187,-0.0021,0.0643,0.0011,0.012,-0.0170032741618877,-0.0178814736207731,0.03097142857142857,0.056590476190476184,0.025619047619047614,1.17,0.2044761904761905,0.04063333333333333,0.16384285714285718
2003-03-31,0.0026,0.0095,0.01,0.0079,0.0101,0.0119,0.0105,-0.0027,0.0042,-0.0066,0.0043,-0.061,0.0076,0.011399999999999999,0.00835653370824851,-0.007723694500536,0.02974285714285714,0.056433333333333335,0.026690476190476195,1.48,0.18121904761904759,0.040914285714285716,0.14030476190476188
2003-04-30,0.0196,0.0142,0.0389,0.004,0.0251,0.0327,0.0203,0.0152,0.0125,0.0216,0.0244,0.0139,0.0155,0.0113,0.0810402941925134,0.08044748025898979,0.025482608695652175,0.05120434782608695,0.025721739130434778,-9.33,0.16213913043478262,0.037308695652173915,0.1248304347826087
2003-05-31,0.0271,0.0176,0.0501,0.0122,0.0235,0.0227,0.0237,0.0256,0.0128,0.0296,0.0368,0.0514,0.0196,0.0111,0.0508997552665675,0.040008088170980304,0.02263333333333333,0.04871904761904762,0.02608571428571429,-10.7,0.1493857142857143,0.03526190476190476,0.11412380952380953
2003-06-30,0.0083,-0.0062,0.0202,0.0046,0.018,0.0263,0.0128,0.0075,0.0034,0.0163,0.0079,-0.0221,0.011,0.009000000000000001,0.011326535398783,0.0194275438029869,0.024378260869565217,0.05426086956521739,0.029882608695652173,-1.0,0.14640434782608694,0.039491304347826085,0.10691304347826086
2003-07-31,0.0008,-0.0035,0.0056,0.0068,0.0095,0.0114,0.0081,0.0048,-0.0098,-0.0011,0.0027,-0.0275,0.0034,0.0096,0.0162216371477952,0.0274844345311906,0.027954545454545454,0.05903636363636364,0.031081818181818183,-0.24,0.14498181818181818,0.04369090909090909,0.1012909090909091
2003-08-31,0.0076,-0.0091,0.0298,0.0006,0.0086,0.0102,0.0064,0.0116,0.0021,0.013,0.0104,0.0106,0.0073,0.0098,0.0178764423908539,0.0226271219622535,0.025745454545454547,0.056577272727272726,0.03083181818181818,-0.62,0.1386090909090909,0.041136363636363645,0.09747272727272727
2003-09-30,0.0152,0.0197,0.0265,0.0106,0.018,0.0221,0.0147,0.0095,0.0116,0.0304,0.0121,-0.016,0.0168,0.0095,-0.0119510172546539,-0.016779965482363,0.025608695652173913,0.05635217391304348,0.030743478260869567,-0.19,0.1291,0.0406,0.0885
2003-10-31,0.0138,0.0167,0.0225,0.0067,0.0153,0.0198,0.011,0.0121,0.0046,0.0009,0.0246,0.0078,0.0121,0.0096,0.0549708592767983,0.0533906409928524,0.02701904761904762,0.05597619047619047,0.02895714285714285,3.99,0.12797619047619047,0.040999999999999995,0.08697619047619047
2003-11-30,0.0108,0.0125,0.0117,0.0033,0.0121,0.0121,0.0134,0.0042,0.0052,0.0055,0.017,0.0054,0.0088,0.009300000000000001,0.0071285784224523994,0.0052324623929134095,0.025827272727272726,0.055086363636363635,0.029259090909090908,1.46,0.12244545454545454,0.04065454545454546,0.08179090909090908
2003-12-31,0.0195,0.007,0.0356,0.0093,0.0149,0.0173,0.0129,0.01,0.008,0.0186,0.024,0.0542,0.0232,0.0095,0.050757013412813905,0.0441008612421711,0.023836363636363638,0.05338636363636364,0.029550000000000003,-5.57,0.1085,0.03916363636363637,0.06933636363636363
2004-01-31,0.017,0.0142,0.0253,0.0082,0.0216,0.0242,0.0201,0.0083,0.0123,0.0145,0.02,0.0109,0.016,0.0092,0.0172777471099878,0.016268885886201002,0.023709523809523812,0.052885714285714286,0.029176190476190474,2.58,0.11315714285714285,0.038857142857142854,0.07429999999999999
2004-02-29,0.014,0.0029,0.0139,0.0079,0.0095,0.0089,0.0105,0.005,0.0087,0.0119,0.0175,0.0689,0.0039,0.0096,0.012213392092419,0.0165788794194507,0.02223913043478261,0.05084782608695652,0.02860869565217391,-1.14,0.11565217391304347,0.03673478260869565,0.07891739130434783
2004-03-31,0.0028,0.0042,0.0183,-0.0011,0.0045,0.0059,0.0029,0.0073,-0.0049,0.0097,0.002,-0.0086,0.0041,0.0095,-0.0163594298785939,-0.0112439446990374,0.026409523809523813,0.055823809523809526,0.029414285714285712,0.17,0.11453809523809523,0.04109047619047619,0.07344761904761904
2004-04-30,-0.0058,0.0046,-0.0331,-0.0034,0.0051,0.0066,0.0047,-0.0058,0.0134,0.0014,-0.014,-0.0646,0.0032,0.0098,-0.0167878768774781,-0.00560478316680623,0.030899999999999997,0.06004285714285715,0.02914285714285715,-5.38,0.12457142857142856,0.04552857142857143,0.07904285714285712
2004-05-31,-0.0023,-0.0133,-0.0181,0.0021,0.0009,0.0026,-0.0009,0.0044,0.0063,0.0005,-0.0036,-0.0105,-0.0013,0.0108,0.012081858581304901,-0.000734804983804182,0.03344545454545455,0.060263636363636366,0.026818181818181817,1.5,0.11981818181818181,0.04657727272727273,0.07324090909090908
2004-06-30,0.0034,-0.0076,0.0087,0.0084,0.0096,0.0106,0.0093,0.0025,0.0071,0.0048,0.0066,-0.0284,0.0009,0.013300000000000001,0.0179823359520636,0.0197568102837344,0.03218695652173913,0.05807826086956522,0.02589130434782609,2.05,0.11840434782608696,0.04471304347826087,0.07369130434782609
2004-07-31,-0.0031,-0.002,-0.0014,0.0031,0.0,0.0052,-0.0034,-0.0152,0.007,0.0082,-0.0142,-0.0195,-0.0029,0.014499999999999999,-0.0342872364782447,-0.0296901742434407,0.030750000000000003,0.05598181818181819,0.025231818181818185,-2.29,0.11999090909090908,0.04267272727272728,0.0773181818181818
2004-08-31,0.0014,0.0028,0.0183,0.0213,0.0045,0.0056,0.0038,0.0018,-0.0041,-0.0075,0.0009,-0.0153,0.0041,0.0159,0.00228461055649842,-0.000140463750790242,0.030722727272727273,0.05419090909090909,0.023468181818181815,-1.59,0.11595000000000001,0.041440909090909084,0.07450909090909093
2004-09-30,0.0101,-0.0007,0.0233,0.0054,0.0127,0.0123,0.0135,0.0063,-0.0078,-0.0049,0.0236,0.0196,0.0057,0.0171,0.00936991305757417,0.011646826560841499,0.031131818181818184,0.053409090909090906,0.022277272727272722,5.49,0.11503636363636364,0.041218181818181814,0.07381818181818184
2004-10-31,0.0128,-0.0029,0.024,0.0003,0.0124,0.0186,0.0073,0.0092,0.0114,0.0122,0.0144,0.0482,0.0059,0.0191,0.0140106197554941,0.0115654878482165,0.03392272727272727,0.054086363636363634,0.020163636363636363,-1.38,0.10777272727272727,0.0429,0.06487272727272728
2004-11-30,0.0265,0.0108,0.0269,0.0026,0.0327,0.0267,0.0388,0.0167,0.0112,0.0242,0.0324,0.0583,0.0211,0.0223,0.0385995706420221,0.0317768291489999,0.03520909090909091,0.05410909090909091,0.0189,3.16,0.1018,0.043190909090909085,0.058609090909090916
2004-12-31,0.0161,0.0069,0.0139,0.0086,0.0228,0.0192,0.0262,0.0132,0.0061,0.0072,0.0257,0.0072,0.0125,0.0222,0.0324511939308123,0.0325871693053059,0.03728095238095238,0.05320476190476191,0.015923809523809528,-2.87,0.10383333333333333,0.043361904761904754,0.06047142857142858
2005-01-31,-0.0034,-0.008,0.0113,0.0035,0.002,0.0055,-0.0007,-0.0009,0.0009,0.0069,-0.0084,-0.0539,0.0001,0.025099999999999997,-0.0252890401754642,-0.010487248885087598,0.03872,0.052665,0.013944999999999999,3.05,0.103345,0.043805,0.05954000000000001
2005-02-28,0.0143,-0.0031,0.0335,0.0102,0.0159,0.0155,0.0168,0.0046,0.0091,0.014,0.0203,0.0008,0.0101,0.0276,0.0189051071471413,0.0233707390576949,0.042313636363636366,0.05571818181818182,0.013404545454545454,3.37,0.10658636363636363,0.04701818181818181,0.05956818181818182
2005-03-31,-0.0015,-0.0163,-0.0188,0.0043,0.0057,0.0065,0.0054,0.0009,0.0027,0.0051,-0.0114,0.0037,0.0012,0.0279,-0.0191168977137839,-0.0123733970997959,0.04285,0.055077272727272725,0.012227272727272726,0.41,0.11916363636363636,0.04689545454545455,0.07226818181818181
2005-04-30,-0.0104,-0.0313,0.0028,-0.0022,-0.0064,-0.0006,-0.0112,-0.0054,-0.0063,-0.0025,-0.0155,-0.0345,-0.011,0.028999999999999998,-0.0201115373571371,-0.0250132808331869,0.043222727272727274,0.05361363636363636,0.01039090909090909,-0.69,0.12844090909090908,0.045881818181818176,0.0825590909090909
2005-05-31,0.0015,-0.0155,0.0067,-0.0034,0.0055,0.0013,0.0089,0.0032,-0.0124,0.0007,0.0051,0.0362,-0.0093,0.029900000000000003,0.029954077784669103,0.0328808915557021,0.04218636363636364,0.05214545454545455,0.00995909090909091,0.45,0.11904545454545454,0.044859090909090904,0.07418636363636363
2005-06-30,0.0131,0.0096,0.0201,0.0021,0.0129,0.0121,0.0138,0.0079,-0.0052,0.0052,0.0191,0.0422,0.0118,0.0313,-0.000144523733868862,0.0152847048046087,0.044272727272727276,0.05377272727272727,0.009499999999999995,2.05,0.1188681818181818,0.04669090909090909,0.07217727272727271
2005-07-31,0.0192,0.0171,0.023,0.0033,0.0227,0.0165,0.0285,0.0046,0.01,0.0104,0.0268,0.0078,0.0226,0.0342,0.0359697869838655,0.0369068217199708,0.04576521739130435,0.054308695652173916,0.00854347826086957,0.06,0.11827826086956521,0.047778260869565214,0.0705
2005-08-31,0.0088,0.0072,0.0229,0.0086,0.0085,0.01,0.0076,0.006,0.0051,0.0071,0.0112,-0.0087,0.0104,0.0352,-0.0112208160337143,-0.00108480564188417,0.04484090909090909,0.053663636363636365,0.008822727272727274,2.08,0.11919090909090908,0.04694090909090908,0.07225000000000001
2005-09-30,0.0163,0.011,0.0412,0.009,0.0107,0.0124,0.01,0.0023,0.0012,0.0243,0.0202,0.0138,0.0161,0.0355,0.00694934464086749,0.031582150567971604,0.048428571428571425,0.056600000000000004,0.00817142857142858,3.43,0.1192190476190476,0.04985714285714286,0.06936190476190474
2005-10-31,-0.0146,-0.0007,-0.0278,0.0083,-0.0182,-0.001,-0.031,-0.0112,0.0027,-0.0086,-0.0229,-0.0197,-0.0103,0.0398,-0.017745196699835198,-0.019757232112324802,0.05056818181818182,0.05767272727272728,0.007104545454545461,-1.39,0.12063636363636364,0.0511090909090909,0.06952727272727274
