Date,HFI,CA,EM,EMN,ED,EDD,EDM,EDRA,FIA,GM,LE,MF,M,SP500,spread_mat,Mom,default_spread
2006-12-31,0.0183,0.0149,0.0284,0.0088,0.0158,0.0168,0.0159,0.0049,0.0072,0.0136,0.0208,0.0405,0.0177,0.012612927399184399,0.005577272727272722,0.79,0.04331818181818179
2007-01-31,0.0133,0.012,0.0008,0.0061,0.0206,0.0171,0.0243,0.002,0.0012,0.0129,0.0115,0.0226,0.017,0.014060772029622599,0.005164999999999996,0.24,0.03949
2007-02-28,0.0074,0.0116,0.0113,0.0047,0.0155,0.0121,0.0181,0.0115,0.0121,0.005,0.0071,-0.0438,0.012,-0.021848812881329,0.00638695652173913,-1.35,0.04217826086956522
2007-03-31,0.0124,0.0068,0.0196,0.0165,0.0127,0.0127,0.0126,0.0129,0.009,0.0121,0.0187,-0.0254,0.0082,0.009983373838425619,0.006914999999999991,2.56,0.040340000000000015
2007-04-30,0.0202,0.0056,0.0224,0.0101,0.0152,0.0157,0.0144,0.0215,0.01,0.0171,0.029,0.0402,0.0169,0.043285992647571006,0.006309090909090903,-0.24,0.037449999999999976
2007-05-31,0.0231,0.0119,0.0172,0.0075,0.0324,0.0208,0.0431,0.0004,0.0024,0.0179,0.0231,0.0513,0.0229,0.032551918812564196,0.007809090909090918,-0.34,0.03731363636363636
2007-06-30,0.0078,0.0028,0.0183,0.0056,0.0073,0.0095,0.0061,0.0,0.0021,0.0122,0.0042,0.0303,0.0037,-0.0178179944195207,0.00809999999999999,0.51,0.04659545454545454
2007-07-31,0.0,-0.0111,0.0255,0.004,0.0097,-0.0024,0.018,0.0043,-0.0196,0.0096,-0.0069,-0.0479,-0.0026,-0.0319778127308597,0.007821739130434782,2.94,0.06022608695652174
2007-08-31,-0.0153,-0.0108,-0.0237,-0.0039,-0.0188,-0.0173,-0.0203,-0.0065,-0.0087,-0.0062,-0.0138,-0.0461,-0.014,0.0128588085219369,0.008452380952380947,0.1,0.0598047619047619
2007-09-30,0.0271,0.0197,0.0477,0.013,0.016,0.0114,0.0182,0.0322,0.0185,0.041,0.0331,0.0513,0.0177,0.0357932381941532,0.008782608695652172,4.63,0.05645217391304348
2007-10-31,0.0316,0.0218,0.0548,0.015,0.0291,0.0141,0.0384,0.0213,0.0115,0.0272,0.0373,0.0406,0.0302,0.014822760055744899,0.011522727272727275,5.02,0.06890454545454547
2007-11-30,-0.0121,-0.0148,-0.0185,0.0056,-0.0168,-0.013,-0.0194,-0.008,-0.0025,-0.0017,-0.0171,-0.0095,-0.0114,-0.0440396925913398,0.011810000000000001,0.99,0.07561999999999999
2007-12-31,0.0047,-0.004,0.0132,0.0048,0.0032,0.0006,0.005,-0.0063,0.0021,0.015,0.0042,0.0032,-0.0031,-0.00863387145820881,0.014868181818181808,6.63,0.09189545454545457
2008-01-31,-0.0148,-0.0053,-0.0267,0.0069,-0.0244,-0.017,-0.0294,-0.001,0.0028,0.0444,-0.0405,0.0413,-0.0181,-0.0611623127700981,0.020114285714285716,-7.75,0.10044285714285717
2008-02-29,0.0161,-0.0129,0.0178,0.0107,0.0085,0.0017,0.0126,0.0126,-0.0066,0.0411,0.0206,0.0661,-0.0027,-0.0347570979071299,0.019129999999999994,6.1,0.10393
2008-03-31,-0.0211,-0.0593,-0.033,0.0001,-0.0172,-0.0104,-0.0221,0.0162,-0.0643,-0.017,-0.0206,-0.0053,-0.0189,-0.00595911915299851,0.01492727272727272,4.27,0.10043636363636366
2008-04-30,0.0057,0.0111,0.0017,0.0031,0.0051,0.0024,0.0068,0.0088,0.0207,-0.0159,0.022,-0.0215,0.0066,0.04754126680695989,0.015799999999999995,-0.31,0.08974782608695653
2008-05-31,0.02,0.015,0.0214,0.011,0.0189,0.015,0.022,-0.0018,0.0126,0.018,0.0291,0.0144,0.012,0.0106743245549809,0.01308095238095238,3.31,0.09679523809523807
2008-06-30,0.0,-0.0036,-0.0159,0.0055,-0.0015,-0.0051,0.0009,-0.0012,-0.0047,0.02,-0.0133,0.0479,0.0005,-0.0859593707893027,0.013156521739130442,12.75,0.10574782608695653
2008-07-31,-0.0261,-0.0214,-0.0284,-0.0006,-0.0253,-0.0259,-0.0253,-0.0039,-0.0037,-0.0264,-0.0343,-0.042,-0.0247,-0.00985960013162468,0.013477272727272727,-5.13,0.11173181818181818
2008-08-31,-0.0147,-0.0066,-0.04,-0.0059,-0.0016,-0.0007,-0.002,-0.0116,-0.007,-0.0137,-0.0211,-0.0248,-0.0126,0.0121882064026686,0.006059090909090917,-4.02,0.12296363636363633
2008-09-30,-0.0655,-0.1226,-0.0893,-0.0141,-0.0575,-0.0518,-0.0617,-0.0349,-0.068,-0.0663,-0.0781,-0.0057,-0.0735,-0.09078886647313579,-0.0016826086956521769,0.28,0.19910869565217387
2008-10-31,-0.063,-0.1259,-0.1363,-0.0183,-0.0509,-0.0566,-0.0477,-0.0306,-0.1404,-0.0513,-0.0713,0.0496,-0.0694,-0.169422344616141,-0.0008142857142857118,7.85,0.26875238095238096
2008-11-30,-0.0415,-0.0188,-0.0187,-0.4045,-0.0321,-0.05,-0.0217,-0.0002,-0.056,0.0154,-0.0141,0.0322,-0.0463,-0.0748556175986097,-0.0020818181818181847,7.17,0.33867727272727277
2008-12-31,-0.0003,-0.0098,0.0022,0.0041,-0.0126,-0.0254,-0.0049,0.016,-0.008,0.0111,0.0106,0.0237,-0.0152,0.00783027696366289,0.004690909090909093,-5.09,0.2529227272727273
2009-01-31,0.0109,0.0572,-0.0014,0.0114,0.0079,-0.0006,0.0133,0.0038,0.0048,0.0233,-0.0017,-0.0056,0.0335,-0.085660499822508,0.0016523809523809607,-2.18,0.27754761904761904
2009-02-28,-0.0088,0.0075,-0.021,-0.0561,-0.0113,-0.012,-0.0112,0.0069,0.0101,0.0021,-0.0134,-0.0016,-0.0009,-0.109930364320612,-0.0063590909090909115,4.41,0.2812818181818182
2009-03-31,0.0065,0.0114,0.0224,0.011,0.0016,0.0012,0.0016,0.0165,0.0174,0.0003,0.0186,-0.0218,0.0038,0.08539694005343129,-0.0003761904761904744,-11.87,0.24951428571428572
2009-04-30,0.0168,0.0452,0.0517,0.0129,0.0148,0.018,0.0127,0.0072,0.0193,0.0019,0.0254,-0.0324,0.0224,0.09392598304675669,0.015409090909090914,-34.3,0.18117727272727274
2009-05-31,0.0406,0.0581,0.0696,0.0363,0.0422,0.0415,0.0431,0.0185,0.0433,0.0147,0.0523,0.0085,0.0428,0.053084613028566,0.01986818181818182,-12.49,0.15604545454545454
2009-06-30,0.0043,0.0405,0.0069,-0.0021,0.0102,0.0144,0.0071,0.0089,0.0183,-0.0085,-0.0004,-0.0232,0.0162,0.000200273111209847,0.02158695652173913,5.48,0.14061304347826084
2009-07-31,0.0254,0.058,0.0383,0.0179,0.0233,0.0225,0.0241,0.0112,0.0365,0.0178,0.0299,-0.0043,0.0299,0.0741319059435525,0.02275714285714285,-5.55,0.12167619047619047
2009-08-31,0.0153,0.0339,0.0106,0.0131,0.0217,0.0212,0.0223,0.0095,0.0238,0.0086,0.0142,0.0092,0.0143,0.0335699159283373,0.024695454545454548,-9.07,0.11709090909090906
2009-09-30,0.0304,0.0323,0.0494,0.0096,0.0289,0.0338,0.0252,0.016,0.0277,0.0277,0.0323,0.0297,0.0286,0.0357172656405635,0.0262695652173913,-4.79,0.10739999999999998
2009-10-31,0.0013,0.0216,0.009,-0.0035,0.0043,0.0071,0.0021,0.0016,0.0194,0.0021,-0.0121,-0.0217,0.0112,-0.019756356488528,0.02999047619047619,2.61,0.10464761904761906
2009-11-30,0.0211,0.008,0.0137,0.0008,0.0216,0.0208,0.0226,0.0103,0.0171,0.0352,0.0192,0.0494,0.0096,0.0573589408958097,0.03031818181818182,0.3,0.09407272727272728
2009-12-31,0.0088,0.0222,0.0197,-0.0087,0.0228,0.0251,0.0213,0.0038,0.0076,-0.0143,0.0169,-0.05,0.0118,0.0177734546514618,0.03128571428571429,3.01,0.08343333333333333
2010-01-31,0.0017,0.0097,-0.0076,0.001,0.0142,0.0202,0.009,0.004,0.0202,0.0107,-0.015,-0.0381,0.0056,-0.0369771475519253,0.033723809523809524,-5.4,0.08986190476190475
2010-02-28,0.0068,0.0047,-0.0045,-0.0135,0.0044,0.0029,0.0057,0.003,0.0007,0.011,0.0132,0.0181,0.0056,0.028517440207932402,0.03321304347826087,3.74,0.08713478260869566
2010-03-31,0.0222,0.0206,0.0389,0.0054,0.0285,0.0264,0.0307,0.0069,0.0144,0.0038,0.0299,0.0425,0.0144,0.0587942171693094,0.03366666666666668,3.76,0.08002857142857142
2010-04-30,0.0124,0.0169,0.0101,0.0043,0.0189,0.0169,0.0209,-0.001,0.0175,0.0165,0.0029,0.0189,0.0096,0.0147577590852618,0.03216190476190477,3.16,0.09076666666666665
2010-05-31,-0.0276,-0.0251,-0.0428,-0.033,-0.0307,-0.025,-0.0353,-0.0152,-0.0079,-0.0063,-0.0413,-0.0403,-0.0219,-0.0819789359911764,0.030781818181818184,-0.25,0.09799545454545455
2010-06-30,-0.0084,0.0001,-0.0003,-0.0099,-0.0158,-0.011,-0.0197,0.001,0.0092,0.0056,-0.0207,0.0042,-0.0081,-0.0538786909260846,0.030886956521739124,-2.76,0.09566086956521738
2010-07-31,0.0159,0.0222,0.0352,0.0167,0.0156,0.011,0.019,0.0161,0.012,0.0065,0.0253,-0.015,0.0166,0.0687751776764999,0.030227272727272728,1.88,0.09847727272727272
2010-08-31,0.0023,0.0135,0.0012,-0.0155,-0.004,-0.0064,-0.0024,0.0031,0.0124,0.0148,-0.0112,0.0487,0.0001,-0.047450092146361394,0.03059545454545454,-0.06,0.09810454545454546
2010-09-30,0.0343,0.0111,0.0477,0.0366,0.032,0.0207,0.0403,0.0231,0.0155,0.0272,0.0509,0.0277,0.0279,0.087555879105905,0.030513636363636368,1.41,0.09030909090909091
2010-10-31,0.0192,0.0198,0.0221,0.0093,0.018,0.0132,0.0217,-0.0062,0.011,0.0162,0.02,0.0429,0.0203,0.036852904108417996,0.03173636363636363,1.58,0.08585000000000001
2010-11-30,-0.0018,0.0004,-0.0038,-0.0251,0.0015,0.0033,0.0004,-0.0144,0.0074,-0.0052,0.0046,-0.0411,0.003,-0.00228585187621799,0.034517391304347826,2.66,0.08209130434782609
2010-12-31,0.029,0.0116,0.015,0.0174,0.0393,0.0273,0.0478,0.0114,0.0061,0.0267,0.0342,0.0542,0.017,0.06529398287686859,0.03466666666666667,-3.03,0.07332380952380951
2011-01-31,0.0069,0.0216,-0.0039,0.0179,0.018,0.019,0.0174,0.0089,0.0168,-0.0077,0.0027,-0.0082,0.0198,0.022649577886998798,0.03534999999999999,-0.29,0.06734499999999999
2011-02-28,0.0138,0.029,-0.0007,0.0052,0.0144,0.0086,0.0188,0.0079,0.0093,0.0128,0.0172,0.026,0.0139,0.0319591099591125,0.03523043478260869,1.99,0.07075217391304346
2011-03-31,0.0012,-0.0061,0.0212,0.0111,-0.0026,-0.001,-0.0037,0.0059,-0.0031,0.0015,0.0028,-0.0276,0.0079,-0.00105293016328567,0.0361047619047619,3.4,0.07143333333333333
2011-04-30,0.018,0.0006,0.0232,0.0337,0.0114,0.0114,0.0113,0.0174,0.0092,0.0246,0.017,0.054,0.0085,0.028499571093763797,0.03586363636363636,0.04,0.07288181818181819
2011-05-31,-0.0096,0.0002,-0.011,-0.0103,-0.0061,0.0001,-0.0098,-0.0105,0.0021,-0.0063,-0.0168,-0.0444,-0.0005,-0.013504480776300001,0.03467272727272727,-0.62,0.08028181818181818
2011-06-30,-0.0136,-0.0086,-0.0065,-0.0029,-0.0216,-0.007,-0.0308,-0.0004,0.0006,-0.0111,-0.0149,-0.0307,-0.0064,-0.018256270299451,0.03527272727272727,1.78,0.08026363636363636
2011-07-31,0.0069,-0.0014,0.0167,-0.0018,-0.0078,-0.0026,-0.0107,-0.0077,0.0055,0.0253,-0.0041,0.0403,0.0061,-0.0214716081610248,0.029599999999999998,0.18,0.10327826086956524
2011-08-31,-0.023,-0.0173,-0.0315,-0.0089,-0.0537,-0.0441,-0.0598,-0.0092,-0.0027,0.0191,-0.0444,0.0025,-0.0193,-0.0567903412415327,0.02695454545454546,-0.28,0.11697727272727274
2011-09-30,-0.032,-0.0177,-0.0747,-0.0222,-0.0506,-0.0328,-0.0615,-0.0163,-0.0019,-0.0007,-0.0522,-0.0078,-0.0237,-0.0717644770779239,0.028180952380952376,-2.42,0.12418095238095238
2011-10-31,0.0173,0.0118,0.037,0.0276,0.0256,0.0199,0.029,0.0191,0.0014,0.0018,0.0445,-0.0506,0.0205,0.107719384124541,0.027309090909090915,-1.43,0.12167727272727275
2011-11-30,-0.0079,-0.006,-0.0269,0.0009,-0.0105,-0.012,-0.0097,-0.0027,0.005,-0.0003,-0.0148,0.0018,-0.0089,-0.005055626161993731,0.025486363636363637,3.84,0.1228
2011-12-31,-0.0022,0.0062,-0.007,-0.0049,-0.0081,-0.0005,-0.0125,-0.0039,0.0038,0.0043,-0.0088,0.0079,0.0014,0.00853655040070133,0.02748095238095238,1.81,0.11464285714285714
2012-01-31,0.0234,0.0236,0.0374,0.0017,0.028,0.024,0.0303,0.0097,0.0117,0.0122,0.0391,0.0115,0.0247,0.0435787082717467,0.028861904761904766,-7.91,0.10308571428571427
2012-02-29,0.0161,0.0188,0.0292,0.0133,0.0158,0.0189,0.0143,0.0092,0.01,0.0079,0.0264,0.0121,0.0172,0.0405918382741312,0.030560869565217395,-0.29,0.09848260869565217
2012-03-31,0.0005,0.0055,-0.007,-0.0015,0.0079,0.0148,0.0045,0.0018,0.0074,-0.0043,0.005,-0.0296,0.0045,0.031328759140921,0.029315,1.3,0.100905
2012-04-30,-0.0004,-0.0023,0.0015,-0.0041,-0.0023,0.0014,-0.0041,-0.0047,0.0069,-0.0025,-0.0046,0.0043,0.0058,-0.0074945725482344905,0.027591304347826084,3.75,0.1031
2012-05-31,-0.0133,-0.0084,-0.0379,-0.0318,-0.0132,-0.0124,-0.0136,-0.0153,0.0024,0.0019,-0.0453,0.0238,-0.0117,-0.0626527198358047,0.025154545454545457,6.49,0.11005454545454547
2012-06-30,-0.004,0.0033,-0.0013,0.0093,-0.0018,-0.0023,-0.0016,0.0053,0.0076,-0.0137,0.0035,-0.0356,0.0048,0.0395547514622391,0.025245454545454547,-1.06,0.1029409090909091
2012-07-31,0.0142,0.0086,0.0096,-0.004,0.0074,0.0095,0.0066,-0.0051,0.0162,0.0214,0.0055,0.0468,0.0128,0.0126014470747219,0.02671739130434783,3.04,0.09913478260869565
2012-08-31,0.0084,0.0044,0.0084,0.0125,0.0118,0.0088,0.0132,0.0052,0.0102,0.0038,0.0151,-0.0155,0.0136,0.0197573258110206,0.02734761904761905,-2.37,0.09358571428571429
2012-09-30,0.0104,0.004,0.0221,0.0056,0.0167,0.0178,0.0162,0.0041,0.0126,0.006,0.0157,-0.0137,0.008,0.0242424453877807,0.02560454545454545,-1.14,0.09245454545454546
2012-10-31,-0.0018,0.0025,0.0035,-0.0042,0.0091,0.0103,0.0088,-0.0077,0.0087,-0.0073,-0.0021,-0.0464,0.0034,-0.019793874212045,0.024740909090909084,0.14,0.09592272727272724
2012-11-30,0.0064,0.0022,0.011,0.0039,0.003,0.0026,0.0031,0.0105,0.0048,0.0072,0.0073,0.0058,0.01,0.00284925429365623,0.025134999999999998,0.49,0.08957000000000001
2012-12-31,0.0148,0.0138,0.0238,0.0086,0.0198,0.0191,0.0201,0.0151,0.0068,0.0127,0.0158,0.0108,0.0137,0.007065766406995519,0.026104545454545457,-2.86,0.07791818181818183
2013-01-31,0.0207,0.0201,0.0345,0.0199,0.0215,0.0169,0.0239,-0.0003,0.0106,0.0088,0.0354,0.0267,0.0207,0.0504302017304953,0.027565,-1.79,0.076235
2013-02-28,0.0024,-0.0007,0.0049,-0.0128,0.0046,0.0104,0.0019,-0.0006,0.0049,0.0029,0.0012,-0.0077,0.0038,0.011058821970282899,0.028285714285714286,1.29,0.07320952380952381
2013-03-31,0.0121,0.0072,0.0055,0.0005,0.0211,0.0218,0.0208,0.0039,0.0061,0.0097,0.0138,0.0174,0.0062,0.0359862593256943,0.027100000000000003,1.92,0.07103636363636362
2013-04-30,0.0139,0.0014,0.0162,0.0101,0.012,0.0134,0.0113,0.0065,0.0034,0.0177,0.0126,0.035,0.0109,0.0180856825531359,0.028882608695652175,0.22,0.06580434782608696
2013-05-31,0.0042,0.013,-0.002,0.004,0.0227,0.0238,0.0223,0.008,0.0001,-0.0005,0.0119,-0.0498,0.0037,0.020766732418909098,0.03048095238095238,-2.02,0.07496190476190477
2013-06-30,-0.0166,-0.0033,-0.0264,0.0057,-0.0131,-0.0086,-0.0153,0.0017,-0.0114,-0.0248,-0.0063,-0.0542,-0.0074,-0.0150019333202477,0.032756521739130434,0.52,0.07031739130434783
2013-07-31,0.0088,-0.0008,-0.0009,0.0202,0.0151,0.0131,0.0161,0.0099,0.0038,0.0026,0.0195,-0.0106,0.0116,0.0494605712796532,0.03462857142857143,1.76,0.0698952380952381
2013-08-31,-0.0054,0.0072,-0.0024,-0.0172,-0.0004,-0.0048,0.0016,0.0001,0.0021,-0.0092,-0.0111,-0.0277,0.0008,-0.031294465537713895,0.035038095238095236,0.02,0.06934761904761903
2013-09-30,0.0127,0.0024,0.0128,0.0091,0.0145,0.0138,0.0149,0.0081,0.0051,0.0084,0.0264,-0.0015,0.0142,0.029746704101057498,0.03404347826086957,3.06,0.07002173913043477
2013-10-31,0.0159,0.0092,0.0201,0.0117,0.0145,0.0153,0.0141,0.0057,0.0061,0.0101,0.0254,0.0296,0.0177,0.044600588960842,0.035754545454545456,0.08,0.06503636363636364
2013-11-30,0.0131,-0.002,0.0108,0.0259,0.0168,0.0155,0.0174,0.001,0.005,0.0103,0.0185,0.0209,0.0086,0.028048279588698,0.03640952380952381,0.44,0.06293809523809522
2013-12-31,0.0119,0.0054,0.0128,0.013,0.0161,0.0194,0.0147,0.0039,0.0018,0.0071,0.018,0.001,0.0163,0.023559382769627598,0.0353,0.02,0.06249090909090907
2014-01-31,-0.0029,0.0209,-0.0227,0.0008,0.0029,0.004,0.0024,0.0049,0.01,-0.0105,-0.0008,-0.0342,0.0081,-0.0355827208806248,0.033839999999999995,1.71,0.06376
2014-02-28,0.0172,0.0014,0.0179,0.0026,0.0275,0.0204,0.0308,0.0093,0.0066,0.0069,0.0288,0.0094,0.0141,0.04311846022364849,0.03324285714285715,2.07,0.0621
2014-03-31,-0.0048,0.0022,-0.0151,-0.0059,-0.0014,0.006,-0.0048,-0.0068,0.0041,-0.0024,-0.0119,-0.0182,-0.0026,0.006929904852569941,0.03249523809523809,-3.29,0.06148095238095237
2014-04-30,-0.0021,0.0033,-0.0058,-0.007,0.0003,0.0037,-0.0014,0.0055,0.0044,0.0001,-0.0103,0.0042,-0.0043,0.00620345722937032,0.031495652173913036,-3.89,0.06246956521739129
2014-05-31,0.0113,-0.0052,0.0135,-0.0027,0.0107,0.0145,0.009,0.0056,0.0045,0.0102,0.0151,0.0309,0.0089,0.0210316237133589,0.031138095238095236,0.87,0.05536666666666666
2014-06-30,0.0096,0.0005,0.0114,0.007,0.0166,0.0141,0.0177,0.0127,0.004,0.0053,0.0101,0.0154,0.0045,0.0190575487244362,0.030308695652173912,0.69,0.05725652173913044
2014-07-31,-0.0031,0.0006,0.0045,-0.007,-0.0059,-0.0019,-0.0077,-0.014,0.003,-0.0001,-0.0097,-0.0103,0.0013,-0.0150785116621617,0.029122727272727276,-0.12,0.06338636363636364
2014-08-31,0.0088,-0.0028,0.0031,-0.0002,0.0012,-0.0048,0.0038,0.0022,0.0018,0.0113,0.0129,0.0502,0.0083,0.0376520477162212,0.02917727272727273,0.82,0.06635454545454546
2014-09-30,-0.0001,-0.0069,0.0014,-0.0028,-0.0137,-0.007,-0.0165,-0.0149,0.0042,0.0054,-0.0018,0.0172,0.0098,-0.0155151500505197,0.027847826086956518,0.5,0.07269565217391304
2014-10-31,-0.008,-0.0179,-0.0112,0.0045,-0.0216,-0.0196,-0.0224,-0.0235,-0.001,-0.0092,0.0001,0.0181,-0.0049,0.023206258162650602,0.02746190476190477,-0.06,0.07503809523809524
2014-11-30,0.015,-0.001,0.0171,0.0057,0.0055,0.0014,0.0073,0.0057,0.0021,0.0165,0.0189,0.075,0.0122,0.0245323112680073,0.025763636363636357,0.69,0.08719999999999999
2014-12-31,0.0001,-0.0115,0.0019,-0.0069,-0.0055,-0.0049,-0.0057,0.0008,-0.0007,-0.0025,0.0035,0.0167,0.0041,-0.00418834621821995,0.023557142857142853,1.12,0.09100476190476191
2015-01-31,0.0081,-0.0021,0.0066,-0.0037,-0.01,-0.0105,-0.0099,-0.0085,-0.0081,0.0269,0.0028,0.0602,0.0119,-0.0310417664569867,0.023723809523809525,3.84,0.08104761904761905
2015-02-28,0.0106,0.0095,-0.0004,-0.019,0.0225,0.0123,0.0267,0.015,0.0074,0.0042,0.0199,-0.0115,0.0072,0.054893916586230704,0.024859090909090907,-2.82,0.07802272727272726
2015-03-31,0.006,-0.0027,0.0074,-0.0021,0.0036,0.0009,0.0048,0.0004,-0.0008,0.013,-0.0042,0.024,0.0105,-0.017398884310388,0.024861904761904762,2.74,0.07932857142857144
2015-04-30,0.0002,0.0273,0.0336,-0.0044,0.0085,0.0057,0.0096,0.0081,0.0063,-0.0075,-0.0002,-0.0429,0.0001,0.00852387508934704,0.026619047619047622,-7.27,0.07914761904761904
2015-05-31,0.0083,0.0052,0.0037,0.01,0.0085,0.0031,0.0104,0.0106,0.0048,0.0071,0.0215,-0.0084,0.0065,0.0104894662391399,0.02704545454545455,5.82,0.08263181818181817
2015-06-30,-0.0131,-0.0075,-0.0225,0.0155,-0.0124,-0.0122,-0.0125,-0.0017,-0.0021,-0.0176,-0.0046,-0.0581,-0.0042,-0.0210107075531855,0.027378260869565216,3.01,0.09277826086956523
2015-07-31,0.0087,-0.0104,-0.0201,0.0056,0.0018,-0.0074,0.0053,-0.0076,0.003,0.0126,0.0152,0.0433,0.01,0.019738887770081398,0.025904761904761906,9.98,0.10421428571428572
2015-08-31,-0.0199,-0.0024,-0.0286,0.0095,-0.0281,-0.0144,-0.0332,-0.0067,-0.0004,-0.0263,-0.0191,-0.0276,-0.0049,-0.06257651078964681,0.026259090909090906,-2.09,0.10375909090909091
2015-09-30,-0.0141,-0.0025,-0.008,0.0062,-0.0344,-0.0137,-0.0422,-0.0131,-0.0045,-0.0157,-0.0112,0.0287,-0.0043,-0.026446882672693302,0.025473913043478263,5.22,0.11336521739130435
2015-10-31,0.0053,0.0094,0.0275,-0.0059,0.0014,-0.003,0.0031,-0.0001,-0.002,0.0129,0.0172,-0.0248,0.0007,0.0829849387714976,0.025361904761904763,-3.28,0.11912857142857142
2015-11-30,0.002,-0.0073,0.0015,-0.0103,-0.0117,-0.0075,-0.0133,-0.0049,0.0008,0.0141,-0.0012,0.0373,0.0023,0.000503516097658751,0.024304545454545454,2.28,0.14811818181818182
2015-12-31,-0.0085,-0.0078,-0.0012,0.016,-0.013,-0.0071,-0.0154,0.0131,0.0015,-0.0205,-0.0001,-0.0219,0.0021,-0.0175302087340599,0.02457619047619047,3.36,0.16337142857142856
2016-01-31,-0.0141,-0.0197,-0.0345,-0.0117,-0.0304,-0.0136,-0.0372,0.0059,-0.0076,-0.0057,-0.0278,0.0402,-0.0048,-0.0507340450366362,0.023271428571428568,1.44,0.1821571428571429
2016-02-29,-0.0108,-0.0009,-0.0087,-0.0073,-0.0181,-0.0116,-0.0209,0.0021,-0.0105,-0.0155,-0.0176,0.0323,-0.0084,-0.00413004801053751,0.024286363636363634,-4.38,0.16729999999999995
2016-03-31,0.0029,0.017,0.0319,0.0156,0.003,0.0057,0.0017,0.0131,0.0059,-0.0013,0.0067,-0.0283,0.0074,0.0659937066108857,0.024299999999999995,-5.01,0.15510454545454547
2016-04-30,0.0034,0.0148,0.0121,-0.0087,0.0167,0.0162,0.0172,-0.0023,0.0142,0.0025,-0.007,-0.0304,0.004,0.00269700118981286,0.024450000000000003,-6.02,0.13869090909090906
2016-05-31,0.0036,0.0058,-0.0021,0.0021,0.0101,0.008,0.0111,0.0048,0.0012,-0.0023,0.0138,-0.032,0.0094,0.0153333417824539,0.02342727272727273,1.42,0.1265363636363636
2016-06-30,-0.001,0.0056,0.0077,-0.0253,-0.0055,-0.0048,-0.0059,0.0033,-0.005,0.0069,-0.0187,0.0419,-0.001,0.0009017948134477639,0.022418181818181816,4.13,0.12140909090909091
2016-07-31,0.0115,0.0148,0.0179,0.0086,0.0152,0.0107,0.0172,0.0056,0.0108,0.0029,0.013,0.0161,0.0107,0.0356140015941877,0.021517391304347825,-3.34,0.11622173913043479
2016-08-31,0.0047,0.0126,0.018,0.001,0.0133,0.0099,0.0147,0.0107,0.0076,0.0018,0.0044,-0.0309,0.0087,-0.00122234885800986,0.020963636363636365,-3.49,0.11004090909090909
2016-09-30,0.0012,0.0104,0.0057,0.0062,0.0009,0.0067,-0.0015,0.0066,0.0075,0.0011,0.0013,-0.0172,0.0059,-0.0012321204097972501,0.02066666666666667,0.19,0.10092380952380954
2016-10-31,-0.0018,0.0007,0.0039,-0.0027,-0.0008,0.0113,-0.0056,-0.0058,0.0042,0.0151,-0.0093,-0.0417,0.001,-0.0194250494708417,0.0226,0.59,0.10366363636363635
2016-11-30,0.0036,-0.0004,-0.0048,-0.0189,0.011,0.0107,0.0113,0.0075,0.005,0.0193,-0.0013,-0.0174,-0.0052,0.0341730542946547,0.022763636363636368,-4.62,0.08828636363636364
2016-12-31,0.0096,0.0039,-0.0017,-0.005,0.0123,0.0134,0.012,0.006,0.0091,0.0108,0.0086,0.002,0.0158,0.0181990369547986,0.022700000000000005,-0.26,0.07917142857142856
2017-01-31,0.007,0.0131,0.0214,0.0201,0.0135,0.0124,0.0142,-0.0002,0.0096,-0.0028,0.0112,-0.0145,0.008,0.0178844611927937,0.023245,-0.93,0.07147
2017-02-28,0.0097,0.0113,0.0101,-0.0112,0.0107,0.0093,0.0113,0.0098,0.0072,0.0033,0.0136,0.0239,0.0093,0.0371988846141699,0.02282608695652174,-1.65,0.0707695652173913
2017-03-31,0.0039,-0.0021,0.0107,0.0125,0.0022,0.0005,0.0031,0.0024,0.0062,0.0019,0.0094,-0.0191,0.01,-0.000389220623003061,0.021050000000000006,-1.02,0.073105
2017-04-30,0.0043,0.0029,0.0109,0.0017,0.0058,0.0102,0.0035,0.0106,0.0037,-0.0059,0.0148,-0.0054,0.0083,0.00909007990504218,0.020686956521739124,0.48,0.07067391304347825
2017-05-31,0.0082,0.0009,0.0082,-0.0028,0.0096,0.0056,0.0116,0.0112,0.0088,-0.0049,0.0175,0.0043,0.015,0.011576989486520499,0.019404545454545452,1.48,0.07246363636363636
2017-06-30,-0.0049,-0.0017,0.0073,0.0048,-0.0045,0.0006,-0.0074,0.0052,0.0036,-0.007,-0.0019,-0.0329,-0.0005,0.0048144869756812,0.02037142857142858,-0.09,0.07501904761904761
2017-07-31,0.0137,0.0122,0.0211,0.0347,0.0124,0.0068,0.015,0.017,0.0087,0.0134,0.019,0.0129,0.0077,0.019349245754666,0.01996521739130435,1.68,0.07655217391304348
2017-08-31,0.0059,-0.0028,0.0174,0.0097,-0.0071,0.0018,-0.0113,-0.0052,0.0055,0.0036,0.0083,0.0277,0.0074,0.000546566274547188,0.01948181818181818,3.26,0.07608636363636363
2017-09-30,-0.0015,0.0066,0.0163,-0.0008,0.0038,0.0069,0.0024,0.0049,-0.0119,0.0012,0.0024,-0.0266,-0.0013,0.0193026763296675,0.019145454545454545,-1.32,0.07465454545454547
